failures,V,AP,RH,PE,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20
1.0,58.59,1012.77,61.83,451.28,18.1540825303,31.8912683619,28.093223475,33.4623545059,24.1967302231,21.7127022323,28.983905962,36.1060181759,32.8526319413,22.7177522825,23.8348731189,27.2969147289,30.1062108212,32.6524822261,16.7648686149,23.8028541825,33.6935587551,18.4156435071,23.2089425471,30.3677499668
0.0,69.34,1009.48,87.59,433.99,23.152103916,19.2158696988,34.7467634385,48.1403730146,21.9684289303,26.2389463966,40.4961762607,24.5389008065,11.2792814648,27.6741734143,16.2737546181,22.7802655722,35.0457760882,21.5783977626,28.5371751662,38.1257595216,12.8481915614,26.4996183022,12.1598768416,27.5314077422
0.0,43.79,1015.76,43.08,462.19,26.4544199384,20.6410092031,23.2967757906,19.3363820588,17.0446474704,16.0413196149,23.9497778884,18.7447346061,21.2754534165,25.8839706355,21.9162648572,18.9515560145,13.7340378591,21.5857985759,22.5532389101,21.4984812738,20.4540969922,17.6742138355,17.8932491009,15.3400140674
0.0,45.0,1022.86,48.84,467.54,16.359457591,15.3311250275,16.2992119976,10.7362445672,15.8775799412,27.0733148316,17.5541818834,12.6219553355,20.2846968338,20.9866572621,17.2402426751,21.8799484498,16.7123202919,17.0767557375,16.2589173769,15.7406633957,21.9674977267,13.3053367772,8.96058891695,16.7022332025
0.0,41.74,1022.6,77.51,477.2,8.84871784201,5.2927611255,10.192760831,12.6461141875,9.07465511401,15.3255382637,5.83349182663,13.502606617,17.1476775191,9.40353274557,9.73442960483,8.48209685247,12.7833690851,17.160336803,17.614904311,9.72470711888,17.582948969,6.78739990392,15.9617576439,12.2335881212
0.0,52.75,1023.97,63.59,459.85,11.7779197422,10.5867525444,21.904401888,12.617213907,20.7623607048,11.9369132236,21.7157025582,15.5123602299,4.2274424433,15.3213743581,19.6549575506,15.4671883012,15.8080405507,4.28229531141,9.26687792019,13.578109327,7.29967080751,15.2507864544,8.00634168967,22.8654408848
0.0,38.47,1015.15,55.28,464.3,12.0678358837,8.1071523663,14.5317722288,18.3335949061,16.2724162859,6.51410811057,11.3018597754,17.4968670203,15.6191105793,11.5170009666,10.563593295,13.6012717241,24.2608296428,25.2896503098,3.71301766236,14.7307066534,11.4613202165,18.4617723869,16.5530313266,11.870205833
0.0,42.42,1009.09,66.26,468.27,20.4845062349,19.4764521502,19.0635521837,15.0860358213,20.6705505208,12.7415001644,19.4144019934,8.81158131477,18.868932997,10.3878601941,26.6585231156,20.8965532174,18.4017736788,17.2142370408,21.0621326075,15.166327942,9.1960917706,23.6489397816,21.94890136,14.1664305752
0.0,40.07,1019.16,64.77,495.24,7.87419349255,8.00715420394,3.00138672466,2.9168072872,10.6554535451,11.8083986893,8.58295498752,8.57129612082,4.3972213928,2.80683202511,3.7042913047,7.66278422575,3.38666182846,3.81809581012,9.60517914443,3.96433423417,6.39399753043,1.09210128366,7.22711291154,7.65035027171
0.0,42.28,1008.52,83.31,483.8,7.29555177048,10.8561621943,10.7660608192,6.88847818961,9.09417374533,3.02513291815,5.62338891311,7.39780330514,6.57258136637,7.68756335202,6.50711135153,8.52140853732,11.122954521,10.5777086324,5.80338772336,7.72902388352,6.43142560432,-0.412515504367,8.58468384923,13.476691945
0.0,63.9,1014.3,47.19,443.61,25.0972371991,25.1754105468,26.0393717862,30.4238639766,31.7072581467,30.1498862768,22.3878708337,30.1217448793,29.4023229539,34.7101754448,11.7993337518,32.9758066704,26.2845832299,11.553153897,31.1919653633,28.4885608597,25.1936758405,32.9698454086,15.6129813283,30.3501528798
0.0,48.6,1003.18,54.93,436.06,24.3422294119,28.3199253566,22.0514671522,29.3011412919,29.5816304897,28.0013717116,28.5735137231,18.3136803999,32.8537592733,16.8913582063,38.2567695949,29.4440599278,31.1767863881,33.5352070608,15.7193885208,26.991305023,24.6375798721,20.2922343951,21.4181684313,30.0037502341
0.0,70.72,1009.97,74.62,443.25,28.4787149766,39.9183898691,19.167243461,14.6028489589,37.203697496,22.4273913823,12.9780231267,26.5259154414,22.0092190106,18.6932190134,24.8390379511,12.7808990173,26.0187892511,22.4033010654,35.5911696667,24.7422324333,26.9854353537,28.3418711899,24.9981178444,28.6756615705
0.0,39.31,1011.11,72.52,464.16,16.0239758922,14.0394662124,12.281728011,10.3028058355,16.9086922704,14.4480523836,10.5912120499,15.4801146612,13.7719381752,15.7222038475,21.0495482696,8.77400287954,18.6020249,25.3779039968,12.7566076638,11.3012643012,19.7976402864,14.123730639,13.2271218443,17.0085706881
0.0,39.96,1023.57,88.44,475.52,2.8661700909,5.98809994246,3.9214816422,12.9502776668,15.8200338678,11.7559904333,8.11968605028,8.84586741904,8.61838953569,8.4289326399,11.9221417068,8.9350403786,12.2847003137,7.46576867194,8.13953545355,10.5664661181,7.57122677298,9.530756798,11.4229917718,7.62928825772
0.0,35.79,1012.14,92.28,484.41,4.39153513398,9.24905264451,3.75150479791,2.45502755215,3.30415595349,8.31346807631,2.05077130562,5.7492308057,7.53672740395,8.83916382953,5.82142250998,2.2288041094,8.01088713194,7.13998693994,5.72251227407,8.6565581672,-1.85167658766,5.29250519557,5.6382509323,11.5036189092
0.0,65.18,1012.69,41.85,437.89,30.8090457138,36.6602606013,29.7540028569,28.3383750209,25.0591265765,34.8806313458,32.5893847866,36.522986035,22.3784241725,18.2618124916,44.5724050937,34.1011602872,24.166480806,27.1856326846,36.6603748687,25.4011485959,35.8193432466,39.1066509485,34.8660438872,14.7159575936
0.0,63.94,1019.02,44.28,445.11,18.9495095431,19.3116653203,16.7254799701,24.163987871,28.4950016533,19.8514351036,19.8085178714,31.4529214367,25.6584880776,33.1577207386,27.2248448378,25.248672518,27.2517202162,28.2766095051,26.5112316265,14.8613282116,19.2982328366,19.3718199198,26.7912742789,25.94829909
0.0,58.41,1013.64,64.58,438.86,23.5670978251,31.7479080465,27.4543861562,34.0500150685,23.9984227794,20.0243432595,27.3508952344,20.7369076174,34.9667025784,30.8548202902,41.2098347213,19.753731996,25.5076998384,39.7679253647,34.3676260046,28.1699231384,22.2492021608,27.7274887989,38.0574047955,35.4905275952
0.0,66.85,1011.11,63.25,440.98,32.9479725127,30.8970390935,35.7241084419,23.4782373589,24.60243911,33.0450825065,23.7173101871,34.0551621491,41.7207733343,21.9474192334,21.0183765315,31.3894775746,39.9668707291,29.6868033276,31.0120886894,35.4092074124,34.7502739045,31.1539218718,30.2604019012,36.0121360831
0.0,74.16,1010.08,78.61,436.65,26.2189271247,26.5466554038,21.2320907666,35.80078175,42.0106749573,16.509895022,35.7791391988,27.8032069412,16.1235782702,25.8805003968,42.3788790253,29.5823790098,32.5784252662,32.8098696864,24.2842527521,30.6857425702,23.6476775069,24.2032752411,12.99488052,29.1469080436
0.0,63.94,1018.76,44.51,444.26,14.389727203,28.7114980856,28.4115987757,26.4336349015,21.5115081289,20.5470885831,22.2613180263,28.1415545409,31.1478401385,33.2009361368,22.9874852428,23.4397598068,22.7295591775,22.9629012931,34.9350828677,22.4589907538,13.9414213282,25.865641567,21.147984107,13.2320836612
0.0,44.03,1007.29,89.46,465.86,14.745763557,13.5149466469,15.3651496088,21.6305708115,11.6652536084,11.5335672578,18.0857821767,13.1719801154,9.75779185832,17.460399863,15.1736033152,16.3633793275,11.8757995856,12.1288617868,10.3744844219,12.7865618799,11.2625073654,13.8509688196,14.0464634488,14.3388759846
0.0,63.73,1011.4,74.52,444.37,21.2340079079,25.3068782351,28.0073190235,31.6887756578,16.2037883608,20.9411534734,32.5709148901,19.3780903177,30.4763177251,19.2000662185,32.0191655912,25.2586546233,29.2570993509,30.5616902719,28.9821113551,22.1905320264,24.4668441822,30.1159034938,24.5882498833,22.0033688273
0.0,47.45,1010.08,88.86,450.69,14.4253244537,18.5363841318,18.2459161678,15.7948064414,15.6040472698,14.3280623589,14.3497880181,15.1205424019,15.5577909066,9.03984456702,12.2791792354,12.7113312353,14.5239414172,15.5632184408,16.3086546458,12.8082850949,15.3236573737,14.8273628149,9.90241194036,18.774672264
0.0,39.35,1014.69,75.51,469.02,21.875913727,11.9022979097,17.8469432727,14.9535215064,13.7540690494,10.7794014923,10.7771019367,15.0460545912,12.4221779802,-0.388842131829,15.7142694339,8.84222372728,9.01922884739,11.2561237377,10.0914940055,18.3065025069,22.6731233416,13.5167050809,8.25167037093,15.8314688684
0.0,51.3,1012.04,78.64,448.86,28.0169839308,27.7576827816,25.3302578293,15.9548024026,21.3649957672,19.209276209,23.7497339425,25.0792669448,23.9079663112,22.2574950633,23.856428835,14.6085523744,28.4553440594,24.3870010979,20.517439108,27.0375144795,22.8908802255,25.8825978611,28.4661727734,30.7990140297
0.0,47.45,1007.62,76.65,447.14,20.9374879847,14.3794267334,14.4978529965,30.224517603,27.0558366895,23.4166166477,20.638880256,24.2852246446,27.143761043,18.7889455794,19.4189923292,17.5750780467,24.6425817941,14.5863516543,21.2749979531,18.6561420167,24.0777392629,24.2577629941,17.468979599,18.9680090977
0.0,44.85,1017.24,80.44,469.18,18.2305966323,3.34580695357,6.31350347823,12.0860613817,17.6359818648,16.4838603575,15.6972427802,19.9337573842,14.2589793894,11.2772298268,17.3820303496,14.8487558695,21.7400385069,11.1468667183,7.07345590014,9.15013254321,14.6434828824,15.4788407734,14.0522378497,19.7978321911
0.0,41.54,1018.33,79.89,482.8,0.878825476954,9.77149804561,-2.75787464509,7.71318315875,10.2221036487,9.68288598683,9.91046807212,12.7340972803,10.6422274886,14.6041976053,-1.13033100564,13.3826257112,9.60495428539,14.9449799706,14.6999577139,9.18458216856,12.9643529084,9.30792277669,8.28645303402,6.68430858435
0.0,42.86,1014.12,88.28,476.7,8.6273627414,11.6044948739,8.00181963418,17.6581759049,15.4805402572,12.204604318,4.99848294266,15.7257993382,15.004073569,12.7782068047,18.5319845686,13.1263805662,9.34474212951,6.78213036506,11.2286224493,14.7734382165,9.50457586711,9.71171787972,12.3600966218,15.2978367364
0.0,40.64,1020.63,84.6,474.99,14.6644241291,12.7523017979,4.96997297369,17.5560310726,10.5348251587,17.3717503725,7.75829855492,14.3377967937,7.77270359947,11.9682672897,7.7545779358,9.71913759523,8.0988264715,6.86202410458,6.46681575295,10.418091581,16.5300892757,6.04754859622,15.7920103478,14.2336548149
0.0,63.94,1019.28,42.69,444.22,21.4474277943,14.3744014381,34.4244241416,35.80810777,29.8739521423,23.3262706467,23.1515099886,24.5207605292,22.4315313684,27.4195175573,8.59281185389,36.2070212693,31.6974262008,31.2662171785,26.1511493285,25.8922738569,28.9340075311,19.7911294159,14.9333998088,17.0119722715
0.0,37.87,1020.24,78.41,461.33,15.5230793633,13.0340873627,13.3808288346,12.374474808,22.2378953257,8.59991204223,17.5016303082,14.8914991339,14.9021945784,19.1773385615,16.3479045442,22.3721486014,21.9812952464,19.7213813843,14.7739197849,15.8279864423,9.69812468271,17.8340646872,12.9984074437,11.6043849609
0.0,43.43,1010.96,61.07,448.06,28.1598253773,17.2832248829,24.7019727337,17.0784127578,18.3895086606,24.3636916136,21.2745693747,22.7041700632,18.4136368498,19.115333976,22.2631556602,21.0253819061,14.7047015497,11.4829227682,16.7913866265,20.2920829652,22.9513525376,18.9512522351,31.725183437,27.3891673285
0.0,44.71,1014.51,50.0,474.6,21.9864013019,17.8538758691,18.8731001148,19.2140647512,11.9105883558,12.3389802885,12.5371303528,16.0187971508,11.6412310685,19.4458322504,10.7183719097,3.25944167285,11.1859134524,14.3911895219,16.3729919782,17.9009028686,16.3404734753,11.6219421139,9.32769945932,12.761054422
0.0,40.11,1029.14,77.29,473.05,12.9605632194,17.0929768196,12.9033762279,14.0182785096,12.2921101892,13.2546571562,11.3871232272,8.35090872873,7.55255805494,8.15755276483,12.9309376968,7.43640596947,12.7260398621,7.7542056088,9.69916487629,11.1063109484,8.52047329457,6.11107734089,9.31554037603,9.17566117329
0.0,73.5,1010.58,43.66,432.06,31.5599127157,29.7082250518,34.4645199555,20.165914308,34.4931518766,31.1781187579,32.2308510311,14.7357260567,30.6260854843,40.9223962787,39.49235988,32.431698634,28.1867161649,30.433288915,24.724265592,39.716357852,31.4943274726,39.9222227216,34.5974310694,25.8205180102
0.0,38.62,1018.71,83.8,467.41,4.18697964296,10.0334701454,25.5553460868,-4.3677569756,2.43514628848,17.1988781445,7.26112128427,10.471979361,7.06317688781,17.9585409583,15.6664280835,15.8374302493,2.76659687575,8.38290701385,11.514287991,9.96494307566,18.7739900917,4.44139899279,22.6925972744,21.4677456791
0.0,78.92,1011.6,66.47,430.12,33.1471169246,16.9890386516,17.1865115174,32.3649055883,46.9246795601,47.2209713363,47.7117636479,30.4068541265,18.5824214545,21.8000258082,52.3486840103,20.1887203507,31.0234585106,13.6541476534,27.5916311406,31.9060980142,28.1457039239,9.53500610241,42.7046024876,35.7588618038
0.0,42.18,1014.82,93.09,473.62,5.79137225866,7.14456215161,10.4971913426,4.01115364772,5.3091001916,3.57990679291,9.18234330642,10.0374757916,8.42180665151,6.03353877644,7.88475736706,8.99402378506,6.13108350467,6.80596578729,10.4168706435,6.7798421183,5.50506400604,14.1705730373,10.3105535668,8.4061795429
0.0,39.39,1012.94,80.52,471.81,18.0881903662,11.9361534721,22.0940563972,18.3418323544,11.4652618896,18.4570016457,13.8527138913,26.8815528599,13.6307485913,-1.47690908772,20.8883948407,18.1795788509,18.4659038177,13.1557605568,15.4128804394,18.6631537545,13.5012438285,18.7776240481,7.34006854933,18.7941078337
0.0,59.43,1010.23,68.99,442.99,25.2720757679,20.7873576191,20.3747708686,32.0501996673,21.7448415987,27.0927417953,21.2690378612,30.1475737031,22.6656877017,18.3109072915,26.2499168915,27.1636699938,32.7680269735,16.0006102843,14.0356583404,22.5877383419,9.38717908829,31.4413888781,28.5525690432,25.8995518612
0.0,64.44,1014.65,57.27,442.77,28.9053399267,32.3823059721,22.5990815037,30.856963658,21.1660595629,19.7212029948,36.7651453128,30.2918945402,26.1892375242,34.624922135,21.1258441205,19.2739345897,17.8371758771,29.5504026769,21.3156988141,34.3222996392,24.3839708653,36.9292242001,17.5184042712,19.4945919238
0.0,39.33,1010.18,95.53,491.49,5.29762079499,6.9201067136,6.25691956799,5.65262564169,8.36959243949,6.89890146814,7.88155219094,5.72575299596,4.71058705763,3.88559895564,8.36004430626,5.40873360711,9.01982577952,3.98015579149,5.16872243846,7.41136466408,4.34294532796,8.22219930656,5.84636014768,8.04381224616
0.0,61.08,1013.68,71.72,447.46,14.1704227258,13.6011731709,26.6429079775,36.5484963355,22.7194372767,28.8865341762,26.5537693909,18.8643282077,34.6184058904,15.7124709774,21.9891236272,22.9130705324,14.9926287082,28.2452189876,33.003684338,32.0828597299,33.6254943612,30.5476156133,25.8015129527,21.9139114641
0.0,58.84,1002.25,57.88,446.11,34.3219228986,39.5195904887,11.1582404829,13.0316331992,27.7150848893,24.3691638557,29.5827286142,39.7569492643,34.4106657847,38.5246056216,25.437135728,29.7177143267,36.0227994232,25.3391612206,31.763870197,17.921566987,33.5220626372,39.3267456353,23.8372684818,35.7150504953
0.0,52.3,1007.03,63.34,442.44,31.7657255964,20.2255536853,32.5986315809,30.0735196511,27.4890625246,18.8240083408,25.2554041042,35.0091122549,32.2596912078,24.5151945976,28.2397550083,32.8174138382,33.7867367202,28.7073098991,30.7941548338,23.5589317849,31.2728929797,23.0574464947,42.2908004401,25.3580448627
1.0,65.71,1013.61,48.07,446.22,33.4300264575,29.1090319572,26.9812548017,46.6961100233,25.5694799481,29.286106416,16.2442140848,35.2468089087,41.2532929127,19.0754460933,31.8829572484,44.9953431201,38.9367468649,26.4687467025,33.7523943243,23.5630191736,38.5678957023,32.8965435603,26.1980571836,38.2189719178
0.0,40.1,1016.67,91.87,471.49,15.0602538436,5.91730433599,14.712117278,10.3201811036,15.2902224911,13.4253354589,5.97995101372,8.2256697909,12.3078144997,12.2929417541,14.7154569707,15.6557840914,12.2968802176,13.9003005609,11.0654735374,16.1203576431,8.83104276574,12.2276961809,8.27834203442,13.1199283515
0.0,45.87,1008.89,87.27,463.5,17.3874105592,14.7252361179,11.4766303549,12.7680637248,17.2225044833,19.4314692147,9.04385885712,12.8853326402,7.17039336775,11.2079636506,7.18231755995,6.93207253545,9.75540179709,10.8447916804,-3.21694195276,13.8847300443,24.3496849832,4.52288711482,17.7033066862,13.8884044761
0.0,58.79,1016.02,64.4,440.01,18.5163888848,27.6213805827,33.9629791254,21.1771764071,29.8578097805,32.0817712446,27.0765769883,25.0160055289,32.058303066,33.491191711,13.324367076,19.7831067479,30.6109156838,26.2976055819,32.8446518714,30.4167184886,20.8091198131,26.8796810752,27.3535371449,32.0205086095
0.0,65.34,1014.56,43.4,441.03,34.053662767,25.5372944985,24.6413254496,36.7536999799,27.2191695312,13.2662508923,41.2589737636,23.5291781495,32.6512987533,19.4373198132,32.9442780392,25.7564200916,26.0404341608,26.5945640309,26.5058914088,21.2402987596,34.0249942002,33.3075739344,17.3330636189,27.1400428736
0.0,62.96,1019.49,72.24,452.68,17.7503061547,24.8717379519,20.5070112926,19.662804745,21.571752462,34.4719973715,14.4043112909,21.8537808066,27.2375945082,20.1346859376,28.3753096962,19.7715565975,17.8390807523,30.4855923489,14.6160430269,17.2074255531,8.99690405967,24.9323606838,24.553926087,22.756875399
0.0,40.69,1020.43,90.22,474.91,5.25306997484,10.007224289,6.99013077754,9.67146480746,4.61377583738,5.81382282683,5.3454507658,7.53254305254,7.00074649597,6.69740653112,9.33960002076,8.2134381649,6.16778555564,7.68136778885,10.9737976647,5.88077026974,8.17962852403,6.86223878763,6.25866701391,6.89792516724
0.0,34.03,1018.71,74.0,478.77,8.17249152767,7.67975129571,10.9997323318,12.1687795685,16.938517463,8.7943378163,13.3505859844,13.9823272079,7.82190005865,12.6498121663,9.57600335934,7.19923669731,9.45540469182,12.6146554862,10.2713700395,7.75378399987,8.81790156119,8.20400969468,10.208646833,8.06499700158
0.0,74.34,998.14,71.85,434.2,25.3470376558,33.0098278068,17.216641389,29.2022398909,35.7963941533,32.1251152336,31.0036640552,26.3596338823,30.8201166333,22.1772800881,40.0845554075,29.3708122632,25.4092920134,30.6476591625,15.51332742,26.6402751232,23.3877294024,20.5120874153,27.3464651756,20.8065330016
0.0,68.3,1017.83,86.62,437.91,36.687382316,19.8550942676,18.7262735116,27.6852797487,23.3863052657,27.3793307921,11.4241005685,25.9183612181,13.473535717,34.5457578494,13.6053126076,33.8809415029,26.9522231435,30.9412623261,19.6958539881,28.4018225664,18.1982286205,32.2653031317,12.888316534,34.7716814362
0.0,41.01,1024.61,97.41,477.61,1.2065706873,10.8317741223,7.8849386332,7.89035128645,5.13660144974,7.73155153461,3.84049000961,1.56996053798,8.51721253907,10.2764761718,10.142401035,5.60705250517,11.4347492131,2.82098577366,10.3742888987,7.43000036131,3.9600187857,15.2933498746,13.029967068,0.558781480108
0.0,74.67,1016.65,84.44,431.65,26.7871811704,15.7596380946,37.9781434883,28.8447233557,21.049176834,27.2365681061,34.5829919479,23.3447827744,40.4951567457,23.5417585018,18.1210699441,27.3667537361,24.5906192831,23.1755776284,25.9684918971,26.2194568164,35.6035983439,22.675755057,19.7587300323,25.3427944647
0.0,74.34,998.58,81.55,430.57,10.1588075793,35.0633996534,22.1321564283,27.9692505956,8.85217885363,25.8665576839,21.9674991937,26.2974995757,17.4446759727,30.7200884381,23.6302575576,41.4249940921,23.8972419745,21.1089024933,20.1378164839,32.9652167063,23.6927658603,31.7929741971,28.6661704446,44.6226780331
0.0,42.28,1008.82,75.66,481.09,11.6568987774,15.541520361,6.6370754035,8.67669065594,11.0111062568,7.26439946498,9.00939562548,9.19014766678,11.5874643961,5.49853017138,10.9381085116,7.48731263941,14.5804207691,15.1283441278,9.49214577167,14.5771441065,11.4147127747,10.2372585919,23.3125986054,14.0475550059
0.0,61.02,1009.56,79.41,445.56,12.9169906638,29.9903450393,19.2150916363,34.2922921494,30.6271064984,21.2220905856,28.0082893875,39.7720625618,30.8042567145,26.2565297842,14.7603407049,32.1564375933,23.6688586917,19.3152572862,31.0982635269,20.3209906886,19.367640108,28.5733117249,20.5718098969,10.9847902654
0.0,39.85,1012.71,58.91,475.74,12.0911823759,14.8315857147,9.27769046792,13.9490202773,16.8000441047,15.0891924906,8.77814761474,12.157343463,15.9835104868,13.5628943546,7.57226727765,8.22878310566,21.7721871366,10.8542908776,14.9901833484,15.3629205343,6.83543011652,15.3509784881,8.22883244886,10.6318541949
0.0,69.75,1010.36,90.06,435.12,26.7826403754,16.4034929729,21.3999086903,26.4925183968,28.3872707338,27.7497990483,28.3993250742,25.8766259311,21.7205631037,33.819673055,23.7395526115,28.700112615,35.7369830696,30.836198717,30.197992952,25.0133987454,14.1493236847,32.0217997991,30.6844593123,30.9393002352
0.0,67.25,1017.39,79.0,446.15,18.7373945758,26.5465224476,14.8139354448,27.9523997801,29.8354813616,11.6950482656,22.1275127023,28.8286521742,21.7137594429,28.0875701535,21.9756490173,21.5163648822,10.3294005184,26.7858007895,25.7132014353,23.205029185,25.5339647315,36.6824132173,31.1088580975,21.0525486265
0.0,76.86,1001.31,69.47,436.64,28.0203152917,32.1359770965,28.5257656124,28.3911756303,22.3920987544,16.0062196012,21.4606002681,25.3196072634,25.20271713,31.9468044288,36.4643511482,26.3737020258,22.0481053481,20.5421974441,21.2189458242,23.0312522105,22.9119699386,32.1327899581,27.9600123809,28.3008348715
0.0,69.45,1013.89,51.47,436.69,23.9514696202,27.8704948651,31.9487464511,29.6640775286,24.1744357781,23.7332073365,26.3865850137,24.1629625886,19.6753983081,27.5870223538,29.4810314389,28.389556537,27.7864435769,32.0462164521,32.0387610823,30.5265748122,29.8376063974,20.7781785121,31.6536723384,26.0036969294
0.0,42.18,1016.53,83.13,468.75,17.5438966043,10.2740031554,15.9878511672,12.2477220328,15.0394731936,19.138349813,12.091502529,15.2330422467,18.0656742303,19.9467191396,13.563086639,9.00992330138,9.08234812606,6.7244484424,11.8201127283,9.94908418459,9.99733941712,17.9653648219,20.3842770524,16.934971742
0.0,43.02,1012.18,40.33,466.6,18.6251015369,20.5806158058,12.0609023684,15.4862436285,11.9526107347,13.3894457682,9.23118587756,26.0114484215,20.7302750147,14.5055532599,17.0519438596,17.3501887032,7.86494740926,16.1942113975,4.01821219331,14.6794008236,17.3370030174,20.7557909349,14.5123330098,15.6623297539
0.0,45.08,1024.42,81.69,465.48,17.2708054155,22.1223878694,13.9778819327,17.6352736833,15.5825084227,11.5297784669,14.8608224558,10.4977279631,12.8935981188,8.67219647492,20.1322235238,16.1737732073,17.1500653729,13.9760115569,10.9375473425,13.8557817211,10.4796410982,7.68755453014,16.9607819543,9.43742961096
0.0,73.68,1014.93,94.55,441.34,24.0138590178,36.1210743582,23.2022241637,29.0176676429,27.1122514851,14.6336313919,24.3608524996,16.0894041822,15.2253028324,28.0737326699,26.3941151467,18.4656648876,25.2748040219,31.1170210733,13.8321021888,31.3575117976,30.602024755,20.0437670448,22.9926753276,37.6143207546
0.0,69.45,1012.53,91.81,441.83,37.3169354921,14.7959788045,22.6906006304,28.4188576303,26.7898317675,32.8306259116,35.5706702715,18.5735570176,28.8749451952,15.0079914252,27.8753999555,26.8200224142,4.43233343315,25.0215012905,22.3701979474,15.3579674868,16.870079127,27.490407885,27.7116794631,20.4167728874
